Name,Party,Status 20221114,Year,Twitter,Href,Position,State
Ben Jealous,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/BenJealous'})",https://ballotpedia.org/Ben_Jealous,Governor,Maryland
Shawn Quinn,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Shawn_Quinn,Governor,Maryland
Ian Schlakman,Green,Last convention,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Ian_Schlakman,Governor,Maryland
Jim Shea,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jim_Shea_(Maryland),Governor,Maryland
Krishanti Vignarajah,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Krishanti_Vignarajah,Governor,Maryland
Richard Madaleno,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Richard_Madaleno,Governor,Maryland
Alec Ross,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/alecjross'})",https://ballotpedia.org/Alec_Ross,Governor,Maryland
James Jones,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/James_Jones_(Maryland),Governor,Maryland
Boyd Rutherford,Republican,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/BoydKRutherford', 'Personal Twitter': 'https://www.twitter.com/nj3q'})",https://ballotpedia.org/Boyd_Rutherford,Governor,Maryland
Susan Turnbull,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Susan_Turnbull,Governor,Maryland
Christina Smith,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Christina_Smith_(Maryland),Governor,Maryland
Annie Chambers,Green,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Annie_Chambers,Governor,Maryland
Elizabeth Embry,Democratic,Date Elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Elizabeth_Embry,Governor,Maryland
Brandon Scott,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Brandon_M._Scott,Governor,Maryland
Sharon Blake,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sharon_Blake,Governor,Maryland
Luwanda Jenkins,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Luwanda_Jenkins,Governor,Maryland
Julie Verratti,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Julie_Verratti,Governor,Maryland
Freda Jaffe,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Freda_Jaffe,Governor,Maryland
Charles Waters,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Charles_Waters,Governor,Maryland
John de Graaf,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_de_Graaf,State Senate,Maryland
Albert Raley,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Albert_Raley,State Senate,Maryland
Barbara Ruth Bellar,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Barbara_Ruth_Bellar,State Senate,Maryland
Todd Cella,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/toddcella2020'})",https://ballotpedia.org/Todd_Cella,State Senate,Maryland
Dennis Ball,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Dennis_Ball,State Senate,Maryland
Deborah Rouse,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Deborah_Rouse,State Senate,Maryland
Benjamin Schwalb,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Benjamin_Schwalb,State Senate,Maryland
Peter Sherrill,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Peter_Sherrill,State Senate,Maryland
Johnson Lee,unknown,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Johnson_Lee,State Senate,Maryland
Steven Gould,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Steven_Gould,State Supreme Court,Maryland
John Fetterman,Democratic,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/FettermanLt', 'Campaign Twitter': 'https://www.twitter.com/JohnFetterman'})",https://ballotpedia.org/John_Fetterman,U.S. Senate,Pennsylvania
Mehmet Oz,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DrOz'})",https://ballotpedia.org/Mehmet_Oz,U.S. Senate,Pennsylvania
Erik Chase Gerhardt,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Erik4Senate', 'Personal Twitter': 'https://www.twitter.com/ErikG07669794'})",https://ballotpedia.org/Erik_Gerhardt,U.S. Senate,Pennsylvania
Richard Weiss,Green,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/RichardLWeiss'})",https://ballotpedia.org/Richard_Weiss_(Pennsylvania),U.S. Senate,Pennsylvania
Daniel Wassmer,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Daniel_Wassmer,U.S. Senate,Pennsylvania
Ronald Johnson,Constitution,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JohnsonUSSenate'})",https://ballotpedia.org/Ronald_Johnson_(Pennsylvania),U.S. Senate,Pennsylvania
Quincy Magee,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/QuincyMagee'})",https://ballotpedia.org/Quincy_Magee,U.S. Senate,Pennsylvania
Conor Lamb,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepConorLamb', 'Campaign Twitter': 'https://www.twitter.com/ConorLambPA'})",https://ballotpedia.org/Conor_Lamb,U.S. Senate,Pennsylvania
Malcolm Kenyatta,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepKenyatta', 'Campaign Twitter': 'https://www.twitter.com/malcolmkenyatta'})",https://ballotpedia.org/Malcolm_Kenyatta,U.S. Senate,Pennsylvania
Alexandria Khalil,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Alex4USSenate'})",https://ballotpedia.org/Alexandria_Khalil,U.S. Senate,Pennsylvania
David McCormick,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DaveMcCormickPA'})",https://ballotpedia.org/David_McCormick_(Pennsylvania),U.S. Senate,Pennsylvania
Kathy Barnette,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/kathy4truth'})",https://ballotpedia.org/Kathy_Barnette,U.S. Senate,Pennsylvania
Carla Sands,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CarlaHSands'})",https://ballotpedia.org/Carla_Sands,U.S. Senate,Pennsylvania
Jeff Bartos,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/jeff_bartos'})",https://ballotpedia.org/Jeff_Bartos,U.S. Senate,Pennsylvania
Sean Gale,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sean_Gale,U.S. Senate,Pennsylvania
George Bochetto,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BochettoForPA'})",https://ballotpedia.org/George_Bochetto,U.S. Senate,Pennsylvania
Bob Casey Jr.,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenBobCasey'})",https://ballotpedia.org/Bob_Casey_Jr.,U.S. Senate,Pennsylvania
Lou Barletta,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/loubarletta_pa', 'Personal Twitter': 'https://www.twitter.com/RepLouBarletta'})",https://ballotpedia.org/Lou_Barletta,U.S. Senate,Pennsylvania
Dale Kerns,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Dale_Kerns,U.S. Senate,Pennsylvania
Neal Gale,Green,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Neal_Gale,U.S. Senate,Pennsylvania
Jim Christiana,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jim_Christiana,U.S. Senate,Pennsylvania
Josh Shapiro,Democratic,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/PaAttorneyGen', 'Campaign Twitter': 'https://www.twitter.com/JoshShapiroPA'})",https://ballotpedia.org/Josh_Shapiro,Governor,Pennsylvania
Doug Mastriano,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenMastriano', 'Campaign Twitter': 'https://www.twitter.com/dougmastriano'})",https://ballotpedia.org/Doug_Mastriano,Governor,Pennsylvania
Matt Hackenburg,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/matthackenburg'})",https://ballotpedia.org/Matt_Hackenburg,Governor,Pennsylvania
Christina Digiulio,Green,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/PKforPA'})",https://ballotpedia.org/Christina_Digiulio,Governor,Pennsylvania
Joseph Soloski,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/joesoloski'})",https://ballotpedia.org/Joseph_Soloski,Governor,Pennsylvania
Bill McSwain,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/McSwainPA'})",https://ballotpedia.org/Bill_McSwain,Governor,Pennsylvania
David White,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/davewhiteforgov'})",https://ballotpedia.org/David_White_(Pennsylvania_governor_candidate),Governor,Pennsylvania
Melissa Hart,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/HartForPA', 'Personal Twitter': 'https://www.twitter.com/HartofPgh'})",https://ballotpedia.org/Melissa_Hart_(Pennsylvania),Governor,Pennsylvania
Joe Gale,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/VoteJoeGalePA'})",https://ballotpedia.org/Joe_Gale,Governor,Pennsylvania
Jake Corman III,Republican,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/JakeCorman'})",https://ballotpedia.org/Jake_Corman,Governor,Pennsylvania
Charlie Gerow,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CharlieforGovPA', 'Personal Twitter': 'https://www.twitter.com/charlie_gerow'})",https://ballotpedia.org/Charlie_Gerow,Governor,Pennsylvania
Nche Zama,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/zamaforpa'})",https://ballotpedia.org/Nche_Zama,Governor,Pennsylvania
Austin Davis,Democratic,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepAustinDavis', 'Campaign Twitter': 'https://www.twitter.com/AustinDavisPA'})",https://ballotpedia.org/Austin_Davis,Governor,Pennsylvania
Carrie DelRosso,Republican,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepCarrie', 'Campaign Twitter': 'https://www.twitter.com/carrieforpa', 'Personal Twitter': 'https://www.twitter.com/CarrieLDelrosso'})",https://ballotpedia.org/Carrie_DelRosso,Governor,Pennsylvania
Timothy McMaster,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Tim4PA'})",https://ballotpedia.org/Timothy_McMaster,Governor,Pennsylvania
Michael Bagdes-Canning,Green,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/BagdesCanning'})",https://ballotpedia.org/Michael_Bagdes-Canning,Governor,Pennsylvania
Nicole Shultz,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/NicoleShultz4PA'})",https://ballotpedia.org/Nicole_Shultz,Governor,Pennsylvania
Brian Sims,Democratic,Last elected,2020.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/RepSims', 'Campaign Twitter': 'https://www.twitter.com/BrianSimsPA'})",https://ballotpedia.org/Brian_Sims_(Pennsylvania),Governor,Pennsylvania
Ray Sosa,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/raysosaltgov201'})",https://ballotpedia.org/Ray_Sosa,Governor,Pennsylvania
Rick Saccone,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Rick_Saccone,Governor,Pennsylvania
Teddy Daniels,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/TeddyForPA'})",https://ballotpedia.org/Teddy_Daniels,Governor,Pennsylvania
Clarice Schillinger,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/clariceforpa'})",https://ballotpedia.org/Clarice_Schillinger,Governor,Pennsylvania
Jeff Coleman,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/ColemanforPA'})",https://ballotpedia.org/Jeff_Coleman_(Pennsylvania),Governor,Pennsylvania
James Jones,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/James_Jones_(Pennsylvania),Governor,Pennsylvania
Russell Diamond,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/russdiamond'})",https://ballotpedia.org/Russell_Diamond,Governor,Pennsylvania
John Brown,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_A._Brown_(Pennsylvania),Governor,Pennsylvania
Chris Frye,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Chris_Frye,Governor,Pennsylvania
Tom Wolf,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovernorTomWolf'})",https://ballotpedia.org/Tom_Wolf,Governor,Pennsylvania
Scott Wagner,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/realScottWagner'})",https://ballotpedia.org/Scott_Wagner_(Pennsylvania),Governor,Pennsylvania
Ken Krawchuk,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/KenK4Pa'})",https://ballotpedia.org/Ken_Krawchuk,Governor,Pennsylvania
Paul Glover,Green,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Paul_Glover,Governor,Pennsylvania
Paul Mango,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/MangoforPA'})",https://ballotpedia.org/Paul_Mango,Governor,Pennsylvania
Laura Ellsworth,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Laura_Ellsworth,Governor,Pennsylvania
Kathleen Smith,Libertarian,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kathleen_Smith,Governor,Pennsylvania
Jocolyn Bowser-Bostick,Green,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jocolyn_Bowser-Bostick,Governor,Pennsylvania
Nina Ahmad,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/NinaAhmadPHL'})",https://ballotpedia.org/Nina_Ahmad,Governor,Pennsylvania
Kathi Cozzone,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Kathi_Cozzone,Governor,Pennsylvania
Mike Stack,Democratic,Last election,2019.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Mike_Stack,Governor,Pennsylvania
Kathleen Coder,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/KathyCoder'})",https://ballotpedia.org/Kathleen_Coder,Governor,Pennsylvania
